chr	b.nr	posrough	pos.start	pos.end	SNP.nr	meanSFA	meanSFApos	meanCor	mCorRank	SmaxmCor	SmaxmCorRank	7500Smax	7500SmaxR	7500Cor	7500CorR	7500SmaxCor	3500Smax	3500SmaxR	3500Cor	3500CorR	3500SmaxCor	7vs3	7vs3R	3vs7	3vs7R	genes
1	1	(7.53e+05,1.75e+06]	752566	1752566	123	44.9383388216498	52.782654166511	0.0450363860936386	0.310490045941807	0.125320687408063	0.578866768759571	89.9999991	91.864471669219	0.0600856086037809	0.361791730474732	2.51545225912077	21.2359548438202	37.8254211332312	0.0239445279825436	0.384762633996937	-0.291514544351029	1.54760022220791	0.86676875957121	-0.186046992891717	0.330015313935681	AL645608.2, SAMD11, AL645608.1, NOC2L, KLHL17, PLEKHN1, C1orf170, HES4, ISG15, AGRN, RNF223, C1orf159, TTLL10, TNFRSF18, TNFRSF4, SDF4, B3GALT6, FAM132A, UBE2J2, SCNN1D, ACAP3, PUSL1, CPSF3L, GLTPD1, TAS1R3, DVL1, MXRA8, AURKAIP1, CCNL2, RP4-758J18.2, MRPL20, ANKRD65, TMEM88B, VWA1, ATAD3C, ATAD3B, ATAD3A, TMEM240, SSU72, AL645728.1, C1orf233, MIB2, MMP23B, CDK11B, SLC35E2B, CDK11A, SLC35E2, NADK, GNB1
1	2	(1.75e+06,2.75e+06]	1752566	2752566	273	70.0959159885448	68.1456131176932	0.0745282778832637	0.739280245022971	1.35236129679763	0.919218989280245	89.9999991	91.864471669219	0.145592535815837	0.859111791730475	6.09515459091184	87.9775272101124	60.9303215926493	0.0677321612520629	0.625957120980092	0.740334304650228	2.27984917125608	0.917304747320061	0.104304373702636	0.599540581929556	GNB1, CALML6, TMEM52, C1orf222, GABRD, PRKCZ, C1orf86, AL590822.2, AL590822.1, SKI, MORN1, AL589739.1, RER1, PEX10, PLCH2, PANK4, HES5, TNFRSF14, FAM213B, MMEL1, TTC34
1	3	(2.75e+06,3.75e+06]	2752566	3752566	465	20.0767331508358	30.8384379785605	0.0956938226729188	0.903905053598775	-1.83364311821577	0.0367534456355283	1.01123594494382	8.49923430321593	0.0604125610648194	0.364471669218989	-2.50716754189373	28.314606458427	41.0604900459418	0.162250604724917	0.930704441041348	-1.45044089599036	-0.173735576218516	0.380168453292496	-0.921796281525267	0.120597243491577	ACTRT2, PRDM16, ARHGEF16, MEGF6, TPRG1L, WRAP73, TP73, CCDC27, SMIM1, LRRC47, CEP104
1	4	(3.75e+06,4.75e+06]	3752566	4752566	645	53.7928194127432	55.5653083330221	0.0991326227678903	0.92572741194487	0.551703611564474	0.746171516079633	41.4606737426966	37.1554364471669	0.152399746424924	0.88093415007657	-1.95750822839058	22.247190788764	38.3805513016845	0.202267082933857	0.968989280245023	-2.35023199350787	-0.0607037390886818	0.438361408882083	-0.279832369824253	0.280245022970904	CEP104, DFFB, C1orf174, AJAP1
1	5	(4.75e+06,5.75e+06]	4752566	5752566	610	85.3631123280625	76.7704403690285	0.0958287335441659	0.904670750382848	2.56537739698362	0.990428790199081	61.685392641573	57.197549770291	0.174481326059802	0.928790199081164	1.2558380283018	89.9999991	81.3169984686064	0.0466851716667982	0.506508422664625	1.46203944959575	0.6197454894644	0.723966309341501	0.104111538141198	0.598392036753446	AJAP1
1	6	(5.75e+06,6.75e+06]	5752566	6752566	373	28.1912850017265	34.2131064878796	0.086356062334469	0.848774885145482	-1.3632939602003	0.0849923430321593	32.3595502382022	27.5267993874426	0.0583481269015219	0.350306278713629	-1.31126916122486	89.9999991	81.3169984686064	0.0983927775922951	0.76301684532925	3.08136646517984	-0.310748702449536	0.30781010719755	2.00194444540972	0.943721286370597	NPHP4, KCNAB2, AL035406.1, CHD5, RPL22, RNF207, ICMT, HES3, GPR153, ACOT7, HES2, ESPN, TNFRSF25, PLEKHG5, NOL9, TAS1R1, ZBTB48, KLHL21, PHF13, THAP3, DNAJC11
1	7	(6.75e+06,7.75e+06]	6752566	7752566	518	41.4360094513565	49.7063272700108	0.136183450654187	0.992343032159265	-0.0399933657329604	0.485068912710567	70.7865161460674	64.6822358346095	0.190856840462093	0.9552067381317	2.80220514231289	6.06741566966292	29.594180704441	0.15420556465613	0.919984686064318	-3.14669088674263	0.224219324174347	0.618300153139357	-0.140950548908456	0.359877488514548	DNAJC11, CAMTA1
1	8	(7.75e+06,8.75e+06]	7752566	8752566	320	74.658809886462	73.0628805139506	0.0747008754999432	0.742725880551302	1.72281736594269	0.955589586523737	89.9999991	91.864471669219	0.203632327656694	0.967840735068913	8.52495981212078	89.9999991	81.3169984686064	0.0829046401773369	0.700612557427259	2.59632448947403	2.55226591618624	0.928407350689127	0.0834958871040653	0.583460949464012	CAMTA1, VAMP3, PER3, UTS2, TNFRSF9, PARK7, ERRFI1, SLC45A1, RERE
1	9	(8.75e+06,9.75e+06]	8752566	9752566	378	65.5330220906276	64.0626750831061	0.0913755799759303	0.883614088820827	1.28498509173189	0.91156202143951	89.9999991	91.864471669219	0.169921671719513	0.921898928024502	7.1136810116879	74.8314599258427	55.3407350689127	0.0301290957545674	0.419218989280245	0.160911518291047	4.13149084790603	0.975497702909648	0.0125673620717357	0.521439509954058	RERE, ENO1, CA6, SLC2A7, SLC2A5, GPR157, H6PD, SPSB1, SLC25A33, TMEM201, C1orf200, PIK3CD
1	10	(9.75e+06,1.08e+07]	9752566	10752566	255	25.0835842928748	32.0252679938744	0.034566203085665	0.169984686064319	-0.621318236934139	0.224732006125574	4.04494377977528	10.853751914242	0.061753215504114	0.372894333843798	-2.41740669421733	0	10.9877488514548	0.0587388585762905	0.576952526799387	-2.29153510295712	-1.02267779368689	0.109494640122511	-1.43703464726025	0.0742725880551302	PIK3CD, CLSTN1, CTNNBIP1, LZIC, NMNAT1, RBP7, UBE4B, KIF1B, PGD, APITD1, APITD1-CORT, CORT, DFFA, PEX14, CASZ1
